datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,location
2011-05-10 16:00,1,1,0,3,11.33,13,9.6667,6.6667,4,14,18,busan
2011-05-10 16:00,2,1,1,3,13,18.67,4.3333,4.3333,124,3,127,busan
2012-09-07 20:00,4,1,1,1,16.67,17.33,6,6.6667,128,17,145,seoul
2012-07-18 14:00,1,0,0,1,4,13.33,8.3333,9.6667,36,3,39,incheon
2011-05-10 18:00,2,0,1,1,10.33,8,9.6667,4.6667,77,8,85,busan
2012-07-15 23:00,1,1,1,3,11.33,9,4.6667,9,31,8,39,incheon
2011-07-02 9:00,3,1,1,2,5.67,8.33,7,7.6667,6,15,21,seoul
2012-09-27 3:00,2,1,1,1,10,7,9.3333,5,23,15,38,incheon
2011-04-09 9:00,1,1,1,3,9.67,19.67,7,9,90,6,96,seoul
2011-05-10 18:00,1,1,1,2,15,8,9.3333,3.3333,69,19,88,busan
2011-02-13 13:00,1,0,0,1,15.58,19.695,29,23.9994,62,92,154,seoul
2011-10-17 23:00,3,0,0,1,4.33,17,7,6,95,20,115,incheon
2011-05-10 20:00,1,0,0,2,14.67,15.67,5.6667,7.6667,79,15,94,busan
2011-03-17 9:00,3,1,1,1,10.67,8.33,9,4.3333,105,18,123,incheon
2011-12-05 20:00,1,0,1,3,7.67,19.67,3.6667,3.6667,6,12,18,seoul
2012-07-18 18:00,1,0,0,2,15.67,8.67,7.3333,6,130,20,150,incheon
2011-05-10 20:00,4,1,0,3,8.67,11.33,3.6667,9.6667,122,19,141,busan
2012-12-08 1:00,4,0,0,2,14.76,17.425,93,8.9981,16,84,100,seoul
2012-05-13 21:00,2,0,0,2,26.24,31.06,53,12.998,48,121,169,seoul
2011-12-14 8:00,4,0,1,2,10.66,15.15,87,0,9,458,467,seoul
2011-05-10 21:00,1,1,1,2,8.33,9,8.6667,9.3333,139,1,140,busan
2012-06-30 14:00,3,0,1,2,8,8,10,6.3333,149,4,153,incheon
2012-07-13 2:00,4,1,0,3,11.33,13,3.6667,6,89,18,107,incheon
2012-02-18 4:00,1,0,0,1,10.66,15.15,70,0,3,4,7,seoul
2011-05-10 22:00,3,0,0,3,10,7,7.3333,5,92,3,95,busan
2011-05-10 22:00,4,0,0,3,9.33,12.67,8.6667,7,122,20,142,busan
2012-09-28 16:00,4,0,1,3,11.33,12,6.6667,9.3333,131,5,136,incheon
2012-12-19 15:00,4,1,0,1,5,16.33,8,9.3333,8,18,26,incheon
2011-05-10 23:00,1,0,0,3,9.33,9.67,5.6667,7,135,13,148,busan
2011-05-10 23:00,2,0,0,3,5.33,9.67,6.6667,6,11,19,30,busan
2011-01-30 10:00,3,0,1,3,5.67,14.67,5.3333,9.3333,44,10,54,incheon
2011-05-11 0:00,1,0,0,1,6.33,17.67,3.6667,4,102,18,120,busan
2011-05-11 0:00,1,0,1,1,12.33,16.67,9.6667,4.6667,83,6,89,busan
2011-08-19 15:00,2,0,1,2,3.33,14.67,8.6667,5,14,14,28,incheon
2011-05-11 2:00,1,0,0,2,11,13.67,5,4.3333,66,2,68,busan
2011-05-11 3:00,4,0,1,3,7,13,3.3333,5.6667,85,16,101,busan
2012-08-06 3:00,1,1,1,3,6,11.67,9,8,79,15,94,seoul
2012-01-17 4:00,1,0,0,3,13,19,5,7.3333,125,13,138,incheon
2012-03-02 2:00,3,0,0,2,9,11,7,7.3333,130,2,132,seoul
2011-10-03 20:00,2,1,1,3,7.67,8,8.6667,5.6667,74,15,89,incheon
2012-03-28 0:00,1,1,1,2,11.67,14,6.3333,4,101,12,113,incheon
2011-05-28 21:00,2,1,1,2,10.33,13.33,7.6667,10,42,9,51,incheon
2011-01-27 19:00,2,1,0,2,16,17.67,8.3333,9.6667,17,15,32,seoul
2011-05-11 4:00,3,0,1,3,12.67,19.67,4.3333,5.6667,49,16,65,busan
2011-05-11 6:00,2,1,0,2,11,8,8.3333,4,98,19,117,busan
2011-10-12 13:00,4,0,1,3,22.14,25.76,88,15.0013,25,76,101,seoul
2011-05-11 7:00,3,1,1,1,13,19.67,5.3333,3.6667,8,16,24,busan
2011-12-07 4:00,4,0,1,3,18.86,22.725,100,11.0014,0,1,1,seoul
2011-05-11 9:00,3,0,0,2,12.33,18.33,7.3333,7.3333,86,20,106,busan
2012-05-14 20:00,2,0,1,2,23.78,27.275,88,12.998,11,178,189,seoul
2012-10-16 12:00,4,0,0,3,15,19,3.6667,5,35,16,51,incheon
2012-11-18 6:00,4,0,0,1,11.48,13.635,81,11.0014,2,13,15,seoul
2011-05-11 9:00,4,0,0,2,13,8.67,9,5.6667,146,15,161,busan
2012-03-21 1:00,4,0,0,2,15,17.67,8,3.6667,115,5,120,incheon
2012-06-18 20:00,2,0,1,2,25.42,29.545,73,8.9981,45,317,362,seoul
2011-08-10 11:00,4,0,0,1,13.67,9.33,7.3333,4.3333,121,14,135,seoul
2011-05-11 10:00,2,1,0,3,16.33,16,5.6667,6,149,2,151,busan
2011-10-22 17:00,3,1,1,1,16.33,17.67,4.3333,9,48,20,68,incheon
2011-05-11 10:00,2,0,0,1,5.33,11,6.6667,3.3333,107,7,114,busan
2011-12-07 13:00,4,0,1,3,18.04,21.97,100,12.998,5,28,33,seoul
2011-05-11 11:00,4,0,0,1,15,11,8.6667,5,46,7,53,busan
2011-11-16 19:00,1,0,0,1,10.67,18.67,5,8,142,4,146,seoul
2011-05-11 13:00,2,1,0,3,13,8.67,9.6667,9,3,15,18,busan
2011-05-11 14:00,2,0,1,3,11.67,11.67,4,5,139,8,147,busan
2012-03-23 8:00,2,1,0,3,3.33,7.33,6,6.6667,31,10,41,incheon
2011-03-14 18:00,3,0,0,3,15.33,12.67,3.6667,9.3333,125,13,138,incheon
2011-05-11 15:00,4,0,0,3,3.67,9,7,7,100,15,115,busan
2012-12-08 5:00,1,1,0,2,8.67,17.67,3.6667,9.6667,12,2,14,seoul
2012-01-18 17:00,1,0,1,1,10.66,10.605,33,30.0026,8,338,346,seoul
2011-05-11 16:00,4,1,1,2,16,10.33,3.3333,7.6667,3,20,23,busan
2011-05-11 18:00,4,0,1,3,13,13.67,4.6667,4.3333,60,11,71,busan
2012-06-20 13:00,4,1,0,2,13.33,14.67,4.6667,9,27,6,33,incheon
2012-03-28 7:00,2,1,1,3,6,13.67,5,6.3333,54,1,55,incheon
2012-06-18 16:00,1,1,1,2,6,11.33,4,10,112,1,113,incheon
2011-05-11 18:00,3,0,0,1,8.67,14.67,3.3333,9.6667,86,7,93,busan
2011-05-11 18:00,4,0,1,2,12.67,17.33,9.3333,3.6667,105,7,112,busan
2012-01-28 22:00,1,0,0,3,5,16.33,9.3333,4.3333,91,7,98,incheon
2012-03-12 18:00,2,1,1,3,12,14.33,10,5,79,16,95,seoul
2012-10-29 22:00,3,1,0,2,4,11.67,9,8.3333,12,5,17,incheon
2011-07-21 7:00,3,0,1,3,12.33,13.67,3.6667,6,20,7,27,seoul
2012-10-30 14:00,1,1,0,1,9,14.67,7,6.3333,18,1,19,incheon
2012-02-12 2:00,4,1,0,2,16.67,20,8.6667,8.6667,58,4,62,incheon
2011-05-11 21:00,2,1,1,3,9,14,3.6667,5.6667,29,18,47,busan
2011-05-11 22:00,3,1,0,3,11.33,8,9.3333,5,124,9,133,busan
2012-04-18 18:00,4,0,1,2,3.33,17.67,7.3333,6.6667,105,2,107,incheon
2011-01-19 22:00,1,0,1,1,12.3,15.15,52,11.0014,6,53,59,seoul
2011-02-21 8:00,3,0,0,2,6.67,16,5.3333,5,116,6,122,incheon
2011-05-11 23:00,1,0,1,2,4.67,7.67,8,4,141,9,150,busan
2011-04-04 19:00,1,0,0,1,10.33,7,9.6667,5,116,5,121,incheon
2011-05-11 23:00,3,0,1,2,13.33,11,4.6667,7.3333,32,15,47,busan
2011-05-12 0:00,2,1,1,2,14.67,7.33,5.3333,10,32,17,49,busan
2011-05-12 2:00,4,1,1,1,6.33,11.33,6.6667,5,26,11,37,busan
2011-05-12 3:00,4,0,0,2,15.33,18.67,7,5,116,4,120,busan
2012-03-19 19:00,2,1,0,2,4,20,3.6667,7,130,1,131,incheon
2011-03-29 11:00,4,1,1,1,9.33,8.33,5,4.6667,112,12,124,seoul
2011-05-12 5:00,2,1,1,1,10,20,7.3333,7,81,18,99,busan
2011-09-04 9:00,3,0,0,1,27.06,30.305,78,11.0014,87,102,189,seoul
2011-01-10 5:00,1,0,1,1,4.1,5.305,54,16.9979,0,3,3,seoul
2011-04-03 13:00,2,0,0,1,18.04,21.97,33,19.9995,219,148,367,seoul
2011-05-12 5:00,4,1,1,3,5.33,18,6,3.3333,94,3,97,busan
2011-05-12 6:00,2,0,1,2,3.33,15.33,6,7.6667,129,17,146,busan
2012-06-20 8:00,4,1,1,1,8,13,3.6667,6.3333,76,13,89,incheon
2011-02-09 1:00,1,0,1,1,4.1,5.305,36,15.0013,0,7,7,seoul
2011-03-16 11:00,1,0,1,2,14.76,17.425,81,8.9981,13,62,75,seoul
2012-05-13 0:00,2,0,0,1,22.96,26.515,64,11.0014,19,79,98,seoul
2012-01-03 9:00,1,0,1,1,6.56,6.82,50,19.0012,8,145,153,seoul
2011-05-12 7:00,1,1,1,1,3.67,8.33,8,3.6667,11,16,27,busan
2011-05-12 9:00,2,0,0,3,7,16.67,8,7.6667,119,16,135,busan
2012-01-16 5:00,4,0,0,2,4,20,7,3.3333,41,2,43,incheon
2012-02-19 8:00,1,0,0,2,9.84,11.365,56,12.998,8,48,56,seoul
2011-05-12 10:00,2,1,0,3,6.33,11,8.6667,10,77,7,84,busan
2011-07-02 4:00,4,1,0,3,4.67,14.67,7.3333,10,123,2,125,incheon
2012-09-23 3:00,2,1,0,1,12,10.67,7.3333,6.6667,88,20,108,incheon
2011-11-02 4:00,4,0,1,1,12.3,16.665,87,0,0,4,4,seoul
2011-05-12 10:00,1,1,0,1,16,19.33,7.3333,6.6667,71,4,75,busan
2011-05-12 10:00,1,1,1,1,12.67,15.67,7,6.6667,14,13,27,busan
2011-05-12 11:00,1,0,1,3,7.33,12.33,6,9.3333,66,16,82,busan
2011-08-08 3:00,3,0,0,3,11.33,9.33,8,4.6667,134,19,153,incheon
2011-05-12 12:00,2,0,0,1,5.67,11,8,8,121,6,127,busan
2011-05-12 15:00,3,1,1,2,3.67,16,4.3333,5.6667,67,5,72,busan
2012-03-08 15:00,4,0,1,3,12,14.67,6.6667,6,100,12,112,incheon
2011-05-18 3:00,3,1,0,1,7.33,17.67,8.6667,6,38,8,46,seoul
2012-05-07 9:00,3,1,0,3,16.67,19,8.3333,10,15,17,32,incheon
2011-11-03 17:00,4,0,1,1,19.68,23.485,55,6.0032,33,465,498,seoul
2011-07-21 8:00,2,1,0,3,5.33,8,5.3333,6.6667,114,7,121,incheon
2011-05-12 15:00,4,1,1,3,12.33,8.33,3.3333,9.6667,124,2,126,busan
2012-04-15 19:00,2,0,0,1,28.7,31.82,42,16.9979,114,265,379,seoul
2011-11-28 4:00,3,1,1,3,5,16.33,4.6667,7.3333,57,14,71,incheon
2011-05-12 15:00,1,1,0,3,12,15.67,8.3333,7.6667,1,15,16,busan
2011-11-05 7:00,4,0,0,2,9,13.67,3.6667,4.6667,16,6,22,incheon
2011-05-12 15:00,2,0,1,2,9.33,14,8.3333,6.6667,137,12,149,busan
2012-12-04 12:00,4,0,1,1,21.32,25,68,12.998,39,273,312,seoul
2011-05-12 16:00,4,1,0,1,4.33,16.33,5.6667,7.6667,103,7,110,busan
2012-08-29 2:00,3,0,1,2,11.33,7.67,4.3333,4.6667,126,5,131,incheon
2011-05-05 17:00,2,0,1,1,22.96,26.515,26,26.0027,66,467,533,seoul
2011-05-13 23:00,2,0,1,3,20.5,24.24,88,11.0014,31,88,119,seoul
2012-12-14 18:00,1,1,1,1,16,9.33,8.6667,3.3333,98,20,118,incheon
2011-08-18 16:00,3,0,1,1,32.8,36.365,46,23.9994,49,196,245,seoul
2012-05-10 17:00,2,1,1,3,5,8.33,9.6667,9.6667,3,1,4,incheon
2011-10-13 8:00,4,0,1,3,22.14,25.76,100,6.0032,10,199,209,seoul
2011-10-04 3:00,4,0,1,1,16.4,20.455,82,7.0015,3,3,6,seoul
2012-11-22 21:00,2,0,1,2,13.67,13,3.3333,8.3333,28,18,46,incheon
2011-05-12 17:00,2,1,0,3,16.33,18,4,8.6667,116,7,123,busan
2012-02-17 18:00,2,0,1,3,4,18.33,3.6667,5,133,14,147,incheon
2011-06-17 7:00,2,0,0,1,10.67,11,5.6667,5,3,19,22,incheon
2011-08-04 16:00,4,0,1,1,11.33,12,6.3333,6.6667,102,6,108,seoul
2012-08-21 13:00,3,0,1,2,11.33,7.67,9,6.6667,88,6,94,seoul
2011-12-06 14:00,4,0,1,3,19.68,23.485,100,15.0013,6,69,75,seoul
2012-02-16 4:00,2,0,0,3,16.33,11.67,3.3333,4.6667,58,18,76,incheon
2011-05-12 18:00,3,1,1,3,7.33,11.67,6.6667,6.6667,40,7,47,busan
2011-01-18 1:00,4,0,0,2,8.67,17.33,6.3333,8,147,3,150,incheon
2011-05-12 20:00,3,1,0,1,12.33,9,6.3333,7.3333,117,4,121,busan
2011-05-12 21:00,1,1,0,2,10,20,9.3333,6.3333,111,14,125,busan
2011-05-12 22:00,4,0,0,1,7,11.67,9.3333,8,17,7,24,busan
2011-07-27 18:00,4,0,0,2,8,17.33,3.3333,7.6667,59,4,63,incheon
2011-10-07 2:00,4,1,1,2,13,13.67,6.3333,5,59,7,66,incheon
2012-04-16 4:00,1,0,1,3,15,13.33,8.6667,5,62,20,82,seoul
2011-05-12 22:00,4,1,0,1,10.67,18.67,7.3333,8.6667,18,16,34,busan
2011-05-13 0:00,4,0,1,1,15.67,8,9.6667,7.3333,76,9,85,busan
2011-05-13 1:00,3,1,0,3,14,8,3.6667,8.6667,111,17,128,busan
2011-07-25 19:00,1,1,0,2,14.67,14.33,6.6667,9.3333,15,16,31,incheon
2012-12-14 6:00,1,1,1,2,13.67,19.33,8.6667,6,3,2,5,seoul
2011-05-13 1:00,3,1,0,3,13.33,7,6,7.3333,93,18,111,busan
2012-04-02 6:00,2,0,0,2,13.33,9.67,4.3333,6.6667,70,7,77,seoul
2011-11-22 18:00,2,1,0,2,10.67,7.33,8,5,131,20,151,incheon
2012-03-25 7:00,4,0,1,3,12,9.67,6.3333,5.3333,45,10,55,incheon
2012-06-10 16:00,1,1,0,1,16,18,5.6667,9,56,1,57,incheon
2011-11-15 1:00,4,0,1,1,22.96,26.515,60,19.9995,5,5,10,seoul
2011-07-19 5:00,4,0,1,3,4,13,4,3.3333,50,12,62,seoul
2012-12-12 10:00,2,0,0,3,11.67,16.67,4.3333,7,139,4,143,seoul
2011-10-25 19:00,4,0,1,3,12.33,12.67,9,5,15,9,24,seoul
2012-02-24 13:00,3,0,1,3,10,14.33,6,8,24,8,32,incheon
2011-10-11 5:00,4,0,1,2,21.32,25,88,0,0,20,20,seoul
2012-07-10 23:00,2,1,1,2,9.33,7,6,3.6667,65,8,73,seoul
2011-09-11 12:00,3,0,0,1,28.7,32.575,65,0,113,298,411,seoul
2012-03-13 16:00,2,1,0,1,16.33,14.33,9,7.6667,18,18,36,incheon
2012-08-26 6:00,4,0,1,1,16.67,7.33,4.6667,5.3333,119,15,134,incheon
2012-12-09 13:00,3,0,0,3,3.33,6.67,3.6667,6,38,6,44,seoul
2011-05-15 3:00,2,0,0,2,21.32,25,100,0,11,21,32,seoul
2011-05-13 3:00,4,0,1,3,12,6.67,8.6667,8,8,20,28,busan
2011-06-01 17:00,2,0,1,1,35.26,40.15,47,19.9995,52,434,486,seoul
2011-05-13 5:00,1,0,1,2,10,12.67,6,7.3333,114,20,134,busan
2012-09-04 12:00,1,0,1,3,11,19,8,7.3333,91,11,102,incheon
2011-10-10 14:00,3,0,1,1,3.33,18.33,4.3333,3.6667,129,7,136,incheon
2012-12-09 21:00,1,1,0,3,10.33,14,7.6667,3.3333,25,8,33,incheon
2011-10-12 11:00,4,0,1,3,22.14,25.76,94,22.0028,18,102,120,seoul
2012-11-09 2:00,4,0,1,1,7.33,10.33,5,3.3333,48,5,53,incheon
2011-11-10 20:00,4,0,1,2,14.76,16.665,62,19.0012,8,160,168,seoul
2011-07-11 18:00,1,0,1,1,11.67,8,8.6667,8.6667,58,8,66,incheon
2011-05-13 6:00,4,0,0,2,5.33,12.67,5,5.6667,2,9,11,busan
2011-08-23 20:00,2,1,0,3,15.33,19.67,7.3333,10,65,2,67,incheon
2011-05-13 6:00,1,1,0,2,12.67,13.67,4,6.6667,89,12,101,busan
2012-10-19 23:00,1,1,0,3,5.67,12,7.3333,6.3333,127,6,133,incheon
2011-05-13 6:00,2,0,1,2,8,13,6.6667,4.3333,1,11,12,busan
2011-05-11 11:00,1,1,0,3,3.33,8,3.3333,7,6,15,21,incheon
2011-10-24 3:00,2,0,1,2,6.67,9,3.3333,6.6667,25,9,34,seoul
2012-09-22 16:00,3,0,1,1,3.33,20,9.3333,6.3333,82,8,90,incheon
2012-02-23 20:00,1,0,0,3,4.67,7,3.6667,5.3333,110,6,116,seoul
2011-11-13 15:00,2,0,0,2,14.67,8.33,7.6667,8.6667,70,6,76,incheon
2012-02-17 17:00,3,1,1,2,13.67,8,4.6667,9.3333,126,8,134,seoul
2011-05-13 7:00,2,1,0,3,8.67,8,10,7.3333,62,18,80,busan
2012-01-06 14:00,1,0,0,2,12,8,9.6667,5,6,15,21,incheon
2011-05-13 8:00,2,0,1,3,7.33,7.67,7.6667,5.3333,150,5,155,busan
2011-05-13 9:00,2,1,1,2,11.67,9.67,5,9.6667,53,17,70,busan
2011-04-14 6:00,2,0,1,1,13.94,17.425,76,7.0015,4,66,70,seoul
2011-05-13 10:00,1,1,0,2,7.67,19.33,8.6667,4.6667,58,5,63,busan
2011-05-13 10:00,2,0,1,3,10.67,12,6,8.6667,29,6,35,busan
2011-01-08 14:00,1,0,1,3,10,6.67,3.3333,6,74,13,87,seoul
2011-03-06 18:00,1,0,0,3,13.12,14.395,100,23.9994,0,23,23,seoul
2011-08-18 3:00,3,0,1,1,27.06,31.06,69,19.0012,0,6,6,seoul
2011-11-14 14:00,4,1,1,3,4,12,8,6.3333,32,13,45,incheon
2012-04-14 18:00,2,0,1,2,15,18.33,9,4.3333,89,16,105,incheon
2011-05-13 11:00,2,1,0,2,14,16,7.6667,10,31,10,41,busan
2011-06-30 23:00,1,0,1,3,11.67,10.67,5.3333,3.3333,106,1,107,seoul
2012-04-18 17:00,4,0,1,1,5.67,10.33,6.3333,5.6667,132,1,133,incheon
2011-05-13 13:00,3,0,0,1,4.67,10.67,7,3.3333,118,10,128,busan
2012-06-18 23:00,1,0,0,3,6.67,8.67,5,7.6667,79,19,98,seoul
2012-08-29 14:00,2,0,0,1,6,20,5.3333,3.6667,25,6,31,incheon
2012-06-08 7:00,2,1,0,2,15.67,13,8.3333,4,131,12,143,incheon
2012-12-09 20:00,4,0,0,3,14.76,18.18,100,6.0032,6,102,108,seoul
2011-04-25 10:00,3,0,0,3,15.67,11,3.6667,6,113,20,133,incheon
2011-01-23 1:00,4,0,1,3,8,19.67,8.6667,7,63,10,73,seoul
2012-10-02 20:00,1,0,1,3,12.33,10.67,6,5,97,1,98,incheon
2011-05-13 13:00,4,0,1,2,9.33,11,10,8.3333,8,4,12,busan
2011-05-13 15:00,1,1,0,2,7.67,15.33,7.3333,3.3333,20,8,28,busan
2012-04-16 17:00,4,1,1,3,8.33,6.67,4.6667,9.6667,114,18,132,seoul
2012-10-16 8:00,4,0,1,1,18.04,21.97,62,0,35,800,835,seoul
2012-10-02 8:00,4,0,1,3,24.6,27.275,88,0,6,128,134,seoul
2011-05-13 16:00,1,0,0,1,14.67,20,7.3333,4.6667,147,14,161,busan
2011-10-15 11:00,4,0,0,1,22.96,26.515,40,26.0027,153,221,374,seoul
2012-03-02 19:00,1,0,1,3,14.76,17.425,87,12.998,12,162,174,seoul
2011-05-13 16:00,1,1,1,2,12.33,18.67,6,7.3333,16,15,31,busan
2011-05-13 18:00,3,0,0,1,4.67,8.67,7.3333,7,88,6,94,busan
2011-06-20 23:00,1,0,1,2,9.67,7,7.3333,7.6667,137,11,148,seoul
2012-03-12 21:00,1,0,1,2,22.14,25.76,56,15.0013,22,183,205,seoul
2012-08-10 16:00,3,0,1,1,31.98,36.365,55,19.9995,96,371,467,seoul
2012-09-12 19:00,3,1,0,3,8.33,9.67,8,4,88,14,102,incheon
2011-05-13 18:00,1,1,0,1,9.67,18,3.3333,8,95,20,115,busan
2011-09-12 13:00,3,0,1,2,11,8,4,5.3333,47,18,65,seoul
2012-09-09 22:00,3,0,0,2,14.67,18.33,10,8.6667,120,2,122,incheon
2011-08-30 2:00,3,0,1,2,15,9,9,6.6667,14,12,26,seoul
2012-07-10 2:00,3,0,1,1,28.7,33.335,74,8.9981,1,15,16,seoul
2011-05-13 19:00,1,1,0,2,15.33,12.67,10,10,24,8,32,busan
2012-05-21 11:00,3,0,0,2,16,15,9.3333,9.3333,65,20,85,incheon
2012-01-27 6:00,3,1,1,1,5.33,16,9.3333,6.3333,81,12,93,incheon
2012-09-19 12:00,2,0,1,1,14.67,8.67,7.6667,8.6667,38,11,49,incheon
2012-09-07 12:00,1,0,0,1,5,7.67,4.6667,5.6667,141,17,158,seoul
2011-10-27 11:00,4,1,0,2,6.67,18.33,7.3333,8,115,20,135,incheon
2011-06-22 19:00,4,0,1,1,5.67,14.67,3.6667,8,105,12,117,seoul
2011-05-13 20:00,2,0,0,3,5.33,15.67,7,3.6667,38,5,43,busan
2011-03-18 15:00,1,0,0,2,14.33,19,7.3333,8.6667,83,19,102,incheon
2011-12-10 0:00,4,0,0,2,10.66,13.635,81,7.0015,11,66,77,seoul
2011-08-09 17:00,3,1,1,3,11,8,4.3333,6.3333,83,11,94,incheon
2011-05-13 20:00,3,0,0,3,14,16.67,7,6,15,9,24,busan
2012-07-09 20:00,3,0,1,2,30.34,34.09,55,7.0015,69,378,447,seoul
2012-04-21 12:00,1,0,1,1,15.33,15.67,7.3333,7.3333,44,9,53,incheon
2012-06-23 1:00,2,1,0,3,10.67,9.67,5,9.3333,45,13,58,incheon
2012-04-24 3:00,1,0,1,3,10,12,5.6667,3.6667,95,4,99,incheon
2011-09-08 12:00,2,1,1,1,5,13,7,4,121,19,140,seoul
2012-05-15 0:00,2,1,0,1,4.33,8.67,9,5.6667,3,10,13,incheon
2012-10-04 15:00,4,0,1,1,29.52,33.335,54,19.0012,77,248,325,seoul
2011-12-18 6:00,2,0,1,3,7,16.67,9,8.6667,109,20,129,seoul
2012-12-15 10:00,4,0,0,1,13.12,15.91,61,11.0014,23,250,273,seoul
2011-05-13 20:00,3,0,1,3,6,15.33,9.6667,8.3333,131,10,141,busan
2012-10-04 5:00,4,0,1,3,26.24,28.79,89,7.0015,2,37,39,seoul
2011-05-13 20:00,1,1,0,1,5.67,19,3.6667,8.6667,117,12,129,busan
2011-05-13 4:00,2,0,1,3,20.5,24.24,88,11.0014,2,3,5,seoul
2012-09-05 10:00,3,0,1,2,31.16,36.365,70,11.0014,54,181,235,seoul
2012-10-16 14:00,3,0,0,1,8.33,13,9.3333,9,46,2,48,incheon
2012-07-25 14:00,1,0,0,2,16.33,11,7.6667,8.6667,48,10,58,incheon
2011-05-13 20:00,4,0,1,3,14.67,10.33,4.3333,8,69,14,83,busan
2012-04-14 10:00,1,1,0,1,10.33,18.67,3.6667,8.3333,25,14,39,incheon
2012-06-09 18:00,2,1,0,3,12,18,7,10,91,13,104,incheon
2012-12-29 2:00,2,0,1,3,5.33,13.33,7.6667,4.6667,3,10,13,incheon
2011-05-14 0:00,4,0,1,1,15,14.67,8.3333,7.3333,59,18,77,busan
2011-05-14 0:00,4,0,0,3,15.67,18,8.6667,7,7,3,10,busan
2011-01-20 5:00,3,1,0,1,12.33,12.67,9.3333,6.6667,61,7,68,seoul
2011-05-14 2:00,3,1,1,2,16,8.33,5,8.3333,13,10,23,busan
2011-08-10 9:00,3,0,1,1,31.16,34.09,48,15.0013,32,148,180,seoul
2011-05-14 4:00,4,1,0,1,6,18.67,7.3333,5.6667,110,20,130,busan
2011-05-14 4:00,4,0,0,3,7,11.67,5,8.3333,130,6,136,busan
2011-04-14 11:00,2,0,1,2,10,8,4.3333,7,11,2,13,incheon
2011-05-14 5:00,1,0,0,2,12.33,16,8.3333,5.6667,51,4,55,busan
2011-05-14 5:00,4,1,1,3,11.33,12.67,7.3333,10,148,3,151,busan
2011-02-12 17:00,3,0,0,2,8.33,14.67,5.3333,3.6667,31,1,32,incheon
2012-01-09 15:00,1,0,1,3,9.02,11.365,75,11.0014,5,64,69,seoul
2011-05-14 6:00,4,1,0,2,4,19.67,8.3333,8.6667,15,6,21,busan
2011-08-21 18:00,4,1,1,1,7.67,13.33,6.6667,7.3333,119,11,130,seoul
2011-05-14 8:00,1,1,0,1,9.33,9.33,5,6.6667,129,6,135,busan
2012-11-08 0:00,3,1,1,1,10.33,13,7.3333,8.3333,71,18,89,seoul
2011-11-21 16:00,2,1,0,1,12.67,12,9,5.6667,24,3,27,incheon
2011-05-14 9:00,4,0,0,1,5,19,10,8.3333,48,16,64,busan
2011-05-14 9:00,1,1,0,1,10,13.67,8.6667,8,15,3,18,busan
2012-11-06 1:00,1,0,1,1,7,14,7,8.3333,51,10,61,incheon
2012-10-08 6:00,1,0,1,1,5.67,19.67,10,3.6667,129,5,134,incheon
2012-07-07 5:00,2,1,0,1,4.33,15,7,6,15,16,31,seoul
2012-11-24 1:00,3,0,0,3,11.67,14.33,3.3333,3.3333,89,18,107,incheon
2011-05-14 10:00,3,0,0,1,13,13.33,10,5.3333,88,7,95,busan
2012-07-22 4:00,3,0,1,1,14.67,15,3.3333,9.3333,22,8,30,incheon
2011-01-11 15:00,2,1,1,2,14.67,14.33,5.3333,7,54,12,66,seoul
2011-05-14 12:00,3,0,0,1,8.67,17.67,5.3333,3.3333,43,1,44,busan
2011-05-14 12:00,1,1,1,2,11.33,18,8,6,42,11,53,busan
2012-04-26 11:00,1,0,0,2,8.67,11,3.3333,3.6667,149,11,160,incheon
2012-02-21 0:00,3,0,0,2,15.33,16.33,8.3333,7,131,16,147,incheon
2011-05-14 13:00,4,1,1,1,4,12.67,4,3.3333,149,3,152,busan
2011-10-01 11:00,4,0,0,3,15.58,19.695,82,22.0028,30,102,132,seoul
2012-09-11 18:00,3,0,1,1,26.24,31.06,36,11.0014,110,767,877,seoul
2011-10-08 16:00,4,0,0,2,8,11.67,5.6667,7.3333,24,7,31,incheon
2011-05-14 16:00,3,0,1,2,11.67,9.33,6.6667,9.6667,36,12,48,busan
2011-02-11 9:00,1,0,0,2,11.33,19.67,4.3333,8,64,12,76,incheon
2011-01-06 9:00,4,1,0,1,16,13.33,9.3333,5.6667,131,16,147,seoul
2012-03-27 13:00,2,1,1,2,10.67,16,4.3333,4.3333,57,10,67,incheon
2011-11-20 0:00,2,1,1,1,4.33,11.67,4.3333,6.6667,55,20,75,seoul
2012-03-20 15:00,2,0,0,1,8.67,15.33,9.3333,3.3333,95,14,109,incheon
2011-05-14 17:00,3,0,1,1,14.33,8,8.6667,4,32,1,33,busan
2012-04-05 22:00,2,0,1,3,8.67,14,6,3.3333,99,12,111,seoul
2012-06-04 18:00,1,0,0,3,10.67,9.67,6.6667,10,51,15,66,seoul
2011-03-09 0:00,1,0,0,1,6,19.33,7.6667,5.6667,14,6,20,seoul
2012-08-03 20:00,4,1,0,1,7.33,15.33,6.6667,4.3333,102,11,113,seoul
2011-05-14 17:00,1,0,0,1,3.33,12.33,9,7,91,12,103,busan
2012-04-17 15:00,2,1,0,1,7.67,8.67,6,3.3333,50,19,69,incheon
2012-06-01 9:00,2,0,1,2,26.24,28.79,83,15.0013,24,274,298,seoul
